OSM_ESTIMATED_HEIGHT_M,levels_clean,DISTRICT,RERA_ID,PROJECT_NAME,PROMOTER_NAME,LOCATION_PIN_CODE,LATITUDE,LONGITUDE,PROPOSED_DATE_OF_COMPLETION,REVISED_PROPOSED_DATE_OF_COMPLETION,EXTENDED_DATE_OF_COMPLETION,PROJECT_TYPE,PROJECT_AREA_(SQMTS),RECREATIONAL_OPEN_SPACE,SANCTIONED_FSI,DATE_LAST_MODIFIED,CASES_COUNT,COMPLAINTS_COUNT,NUMBER_OF_APPARTMENTS,NUMBER_OF_BOOKED_APPARTMENTS,NUMBER_OF_BASEMENTS,NUMBER_OF_PLINTH,NUMBER_OF_PODIUMS,NUMBER_OF_SANCTIONED_FLOORS,NUMBER_OF_STILTS,TOTAL_NO__OF_OPEN_PARKING_AS_PER_SANCTIONED_PLAN_(4-WHEELER+2-WHEELER),NUMBER_OF_CLOSED_PARKING,SOURCE_REGION,CLEAN_PODIUMS,NON_RESIDENTIAL_FLOORS,RESIDENTIAL_START_FLOOR,TOTAL_LEVELS,HABITABLE_RESIDENTIAL_FLOORS,PODIUM_PARKING_RANGE,REFUGE_FLOORS,EST_FLATS_PER_FLOOR,FINAL_FLOORS,CLEAN_BASEMENTS,STRUCTURAL_HEIGHT_M,GROUND_ELEVATION_MSL_M,TERRAIN_HEIGHT_M,BUILT_VOLUME_CBM,HEIGHT_TIER,BASE_ULPIN_ID
18.6,6.0,Mumbai City,P51900011198,Fortune Vue A & B Wing,ALF DEVELOPERS,400011,18.9810451,72.8267579,31-12-2020,30-12-2021,12/31/2024,Others,1218.23,0.0,6360.37,10/26/2023,0,0,186,155,2.0,2,4,42,0,0,0,mumbai-city,4,4,5,6,2,Ground to Floor 4,,3180,42.0,,130.2,11.55,11.55,24020019.99,Skyscraper,IN-MH-MUM-P51900011198-18981
18.6,6.0,Mumbai City,P51900010150,Fortune Vue C Wing,ALF DEVELOPERS,400011,18.9810451,72.8267579,31-08-2019,31-08-2019,12/31/2024,Others,353.68,0.0,830.75,11-07-2023,0,1,34,31,0.0,1,0,8,0,0,0,mumbai-city,0,0,1,6,6,Ground Only,,138,8.0,,24.8,11.55,11.55,910840.95,Mid-Rise,IN-MH-MUM-P51900010150-18981
18.6,6.0,Mumbai City,P51900009229,AZHAAN RESIDENCY,BLUE PEARL DEVELOPERS,400011,18.9810451,72.8267579,31-08-2018,30-09-2020,03/30/2022,Residential,358.57,0.0,1512.47,02/22/2023,1,0,43,43,1.0,1,0,24,1,0,12,mumbai-city,0,1,2,6,5,Ground to Floor 1,,302,24.0,,74.4,11.55,11.55,1681211.74,High-Rise,IN-MH-MUM-P51900009229-18981
18.6,6.0,Mumbai City,P51800001585,MONTESOUTH-4,SWAYAM REALTORS & TRADERS LLP,400008,18.9810451,72.8267579,30-06-2023,30-06-2024,0,Residential,1475.7,0.0,11030.52,03/18/2024,0,0,168,122,4.0,1,7,22,1,50,336,mumbai-city,0,1,2,6,5,Ground to Floor 1,,2206,22.0,,68.2,11.55,11.55,50460988.93,High-Rise,IN-MH-MUM-P51800001585-18981
18.6,6.0,Mumbai City,P51900005346,QUETTAWALLA RESIDENCY,DARVESH PROPERTIES PRIVATE LIMITED,400011,18.9810451,72.8267579,15-01-2020,30-06-2021,12/31/2023,Others,739.98,0.0,2944.02,02/20/2023,0,1,10,10,0.0,1,0,16,1,0,40,mumbai-city,0,1,2,6,5,Ground to Floor 1,,589,16.0,,49.6,11.55,11.55,6753399.35,High-Rise,IN-MH-MUM-P51900005346-18981
18.6,6.0,Mumbai City,P51900008778,DEEPLAXMI CO.OP HOUSING SOCIETY,HARE KRISHNA BUILDER,400011,18.9810451,72.8267579,31-12-2021,30-12-2022,0,Residential,3179.8,0.0,11796.82,07/31/2017,1,4,202,65,0.0,1,0,17,0,0,0,mumbai-city,0,0,1,6,6,Ground Only,,1966,17.0,,52.7,11.55,11.55,116285737.53,High-Rise,IN-MH-MUM-P51900008778-18981
18.6,6.0,Mumbai City,P51900007987,IBRAHIM RESIDENCY,Y H ASSOICATES,400011,18.9810451,72.8267579,31-07-2023,31-07-2024,0,Others,765.89,0.0,3309.4,05/15/2023,0,0,115,42,0.0,3,12,61,0,0,72,mumbai-city,0,0,1,6,6,Ground Only,,552,61.0,,189.1,11.55,11.55,7857372.73,Skyscraper,IN-MH-MUM-P51900007987-18981
18.6,6.0,Mumbai City,P51800001779,MONTESOUTH-2,SWAYAM REALTORS & TRADERS LLP,400011,18.9810451,72.8267579,31-12-2021,30-12-2022,12/29/2023,Residential,1475.7,0.0,15661.87,02/15/2024,0,0,113,84,0.0,0,0,15,0,0,208,mumbai-city,0,0,1,6,6,Ground Only,,2610,15.0,,46.5,11.55,11.55,71647886.83,High-Rise,IN-MH-MUM-P51800001779-18981
18.6,6.0,Mumbai City,P51900011730,SAPPHIRE,shri navkar developers,400011,18.9810451,72.8267579,31-12-2021,30-12-2022,12/30/2023,Residential,919.81,0.0,3153.0,06/28/2023,0,0,49,18,0.0,1,0,21,0,0,60,mumbai-city,0,0,1,6,6,Ground Only,,526,21.0,,65.1,11.55,11.55,8990498.88,High-Rise,IN-MH-MUM-P51900011730-18981
18.6,6.0,Mumbai City,P51800001681,MONTESOUTH-3,SWAYAM REALTORS & TRADERS LLP,400011,18.9810451,72.8267579,30-06-2022,30-06-2023,06/29/2024,Residential,1475.7,0.0,7800.0,11-07-2023,0,0,53,43,0.0,0,0,9,0,0,104,mumbai-city,0,0,1,6,6,Ground Only,,1300,9.0,,27.9,11.55,11.55,35682426.0,Mid-Rise,IN-MH-MUM-P51800001681-18981
18.6,6.0,Mumbai City,P51900008014,BUILDING 2 - PHASE OF PROJECT NAMED VIVAREA CONSTRUCTED ON PORTION OF THE PROJECT LAND,GENEXT HARDWARE & PARKS PRIVATE LIMITED,400011,18.9810451,72.8267579,30-06-2018,30-06-2019,0,Residential,60064.83,14851.2,31935.02,03-11-2024,2,0,110,95,2.0,1,1,46,2,0,327,mumbai-city,1,3,4,6,3,Ground to Floor 3,,10645,46.0,,142.6,11.55,11.55,5946331796.77,Skyscraper,IN-MH-MUM-P51900008014-18981
18.6,6.0,Mumbai City,P51900012023,FORTUNE GRAND,Jamaica Capital Investment & Finance Private Limited,400011,18.9810451,72.8267579,31-12-2021,30-12-2022,12/30/2023,Residential,909.71,0.0,0.0,12-11-2023,0,0,19,3,0.0,1,0,20,0,0,42,mumbai-city,0,0,1,6,6,Ground Only,,0,20.0,,62.0,11.55,11.55,0.0,High-Rise,IN-MH-MUM-P51900012023-18981
31.0,10.0,Mumbai City,P51900051903,Sea Krest,Sugee Developers Pvt. Ltd.,400030,19.00957076,72.81939832,31-12-2027,31-12-2027,0,Residential,3201.0,0.0,6866.61,02-03-2024,0,0,15,5,4.0,1,9,13,1,0,195,mumbai-city,0,1,2,10,9,Ground to Floor 1,Floor 8,763,13.0,,40.3,12.98,12.98,68138057.69,High-Rise,IN-MH-MUM-P51900051903-19009
21.7,7.0,Mumbai City,P51900033948,Shanti Tower,Shanti Prakash Realty & Infrastructure LLP,400025,19.01317935,72.8316426,29-04-2030,29-04-2030,0,Residential,1020.58,102.95,4979.8,12/21/2023,3,0,63,7,1.0,1,0,20,1,1,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,830,20.0,,62.0,13.16,13.16,15755081.28,High-Rise,IN-MH-MUM-P51900033948-19013
6.2,7.0,Mumbai City,P51900009619,KRYPTON TERRACES,KRYPTON CONSTRUCTION & DEVELOPERS,400025,19.011794,72.831505,,31-01-2020,01/30/2023,Residential,1991.65,0.0,2870.92,12/28/2021,0,0,24,24,0.0,2,5,42,2,3,59,mumbai-city,5,7,8,8,1,Ground to Floor 7,,24,2.0,,6.2,13.09,13.09,17725390.24,Low-Rise,IN-MH-MUM-P51900009619-19011
21.7,7.0,Mumbai City,P51900034579,KALAYA TOWER,Akruti Developers and Builders,400028,19.01443841,72.83298103,15-01-2025,15-01-2025,0,Others,557.7,0.0,3688.83,03/14/2024,0,0,64,0,1.0,1,2,20,0,0,32,mumbai-city,2,2,3,7,5,Ground to Floor 2,,738,20.0,,62.0,13.22,13.22,6377507.52,High-Rise,IN-MH-MUM-P51900034579-19014
31.0,10.0,Mumbai City,P51900010851,NEHA GALAXY,SHISHIR MANGEH SHIVAPURKAR,400028,19.013303,72.831232,30-05-2019,26-05-2021,11/25/2022,Residential,574.92,574.92,3378.51,06-12-2023,0,1,28,6,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,10,10,Ground Only,Floor 7,338,23.0,,71.3,13.17,13.17,6021356.2,High-Rise,IN-MH-MUM-P51900010851-19013
21.7,7.0,Mumbai City,P51900003268,RUSTOMJEE CROWN - PHASE I,Realgem Buildtech Private Limited,400025,19.010353,72.831065,30-06-2020,30-12-2022,12/30/2024,Residential,14458.58,3614.46,76658.0,03-12-2024,14,56,372,289,6.0,2,20,114,2,0,929,mumbai-city,0,2,3,7,5,Ground to Floor 2,,15332,114.0,,353.4,13.02,13.02,3435934059.48,Skyscraper,IN-MH-MUM-P51900003268-19010
21.7,7.0,Mumbai City,P51900007311,NDW THE CREST,ANMOL LAND DEVELOPERS,400008,19.014498,72.835164,31-12-2021,30-12-2022,12/30/2023,Residential,1269.24,125.19,4984.95,03-06-2024,2,0,51,49,0.0,1,0,20,1,0,62,mumbai-city,0,1,2,7,6,Ground to Floor 1,,831,20.0,,62.0,13.22,13.22,19614003.61,High-Rise,IN-MH-MUM-P51900007311-19014
21.7,7.0,Mumbai City,P51900008800,KENIWADI ANNAPURNA,Venus Housing Enterprise,400028,19.018304,72.832235,31-12-2017,31-12-2018,06/30/2024,Residential,561.04,0.0,751.25,01-09-2023,1,0,17,8,0.0,1,0,8,1,0,3,mumbai-city,0,1,2,7,6,Ground to Floor 1,,125,8.0,,24.8,13.42,13.42,1306592.03,Mid-Rise,IN-MH-MUM-P51900008800-19018
21.7,7.0,Mumbai City,P51900003689,TRANQUIL BAY,SURAJ ESTATE DEVELOPERS LTD,400028,19.019853,72.83167,30-06-2012,31-12-2018,12/31/2019,Residential,795.9,0.0,2425.32,07/26/2023,1,1,23,22,0.0,1,1,21,1,1,1,mumbai-city,1,2,3,7,5,Ground to Floor 2,,485,21.0,,65.1,13.49,13.49,5983967.78,High-Rise,IN-MH-MUM-P51900003689-19019
21.7,7.0,Mumbai City,P51900006333,VIPIN RESIDENCY,ANMOL LAND DEVELOPERS,400028,19.01472,72.834544,31-12-2021,30-12-2022,12/30/2023,Residential,1347.0,107.76,4420.96,03-05-2024,0,0,29,18,0.0,1,0,21,1,1,68,mumbai-city,0,1,2,7,6,Ground to Floor 1,,737,21.0,,65.1,13.24,13.24,18460602.67,High-Rise,IN-MH-MUM-P51900006333-19014
21.7,7.0,Mumbai Suburban,P51800004265,THE ROYAL TUSK,SOHAM MAHAVIR DEVELOPERS,400063,19.014438,72.835576,31-12-2022,30-12-2024,0,Others,1337.8,107.19,5306.85,06-05-2021,9,0,92,89,0.0,1,3,17,1,0,64,mumbai-suburban,3,4,5,7,3,Ground to Floor 4,,1769,17.0,,52.7,13.22,13.22,22008462.18,High-Rise,IN-MH-MUM-P51800004265-19014
21.7,7.0,Mumbai City,P51900011418,25 South Tower A 11th to 47th Floor,Twenty Five South Realty Limited,400025,19.018762,72.830179,31-12-2020,30-12-2026,0,Residential,1102.0,4390.46,27975.0,01-10-2024,0,3,113,109,0.0,0,0,40,1,0,300,mumbai-city,0,1,2,7,6,Ground to Floor 1,,4662,40.0,,124.0,13.44,13.44,95568195.0,Skyscraper,IN-MH-MUM-P51900011418-19018
21.7,7.0,Mumbai City,P51900010078,LOUISANDRA,SURAJ ESTATE DEVELOPERS LTD,400028,19.020108,72.831845,31-12-2018,30-06-2022,06/30/2024,Others,2782.63,0.0,525.98,01-09-2024,0,0,72,72,0.0,1,0,23,0,0,38,mumbai-city,0,0,1,7,7,Ground Only,,75,23.0,,71.3,13.51,13.51,4537183.95,High-Rise,IN-MH-MUM-P51900010078-19020
62.0,20.0,Mumbai City,P51900009748,KALPAVRUKSHA TOWER,kalpavruksha,400025,19.018895,72.830486,30-06-2020,30-03-2021,0,Others,11889.74,11889.74,15813.35,05/28/2018,0,3,42,34,1.0,1,3,47,1,0,230,mumbai-city,3,4,5,20,16,Ground to Floor 4,"Floor 11, Floor 18",988,47.0,,145.7,13.44,13.44,582851522.09,Skyscraper,IN-MH-MUM-P51900009748-19018
21.7,7.0,Mumbai City,P51900010347,Jayant Sapphire,Jayant Homes Private Limited,400025,19.012901,72.831364,31-12-2017,31-03-2018,0,Mixed (Plots & Buildings),724.92,0.0,2780.14,06-01-2019,1,0,20,19,0.0,1,5,18,1,0,0,mumbai-city,5,6,7,7,1,Ground to Floor 6,,2780,18.0,,55.8,13.15,13.15,6247675.18,High-Rise,IN-MH-MUM-P51900010347-19012
21.7,7.0,Mumbai City,P51900009861,SHREE CHAMUNDA HEIGHTS,SHREE CHAMUNDA REALTORS,400028,19.01824,72.839165,31-12-2018,31-12-2019,0,Residential,562.71,0.0,2229.86,12-07-2022,0,0,19,18,0.0,1,0,20,1,0,26,mumbai-city,0,1,2,7,6,Ground to Floor 1,,372,20.0,,62.0,13.41,13.41,3889770.01,High-Rise,IN-MH-MUM-P51900009861-19018
21.7,7.0,Mumbai Suburban,P51800011423,NIVAN,M/S. PARADIGM REAL ESTATES LLP,400050,19.06955,72.837074,31-10-2018,31-10-2018,10/31/2019,Others,1556.4,0.0,4419.0,05-11-2022,0,0,46,28,2.0,1,0,16,0,0,86,mumbai-suburban,0,0,1,7,7,Ground Only,,631,16.0,,49.6,15.98,15.98,21320967.96,High-Rise,IN-MH-MUM-P51800011423-19069
21.7,7.0,Mumbai Suburban,P51800003297,PLLATINUM AURA,G.S. DEVELOPERS,400052,19.071796,72.838481,31-12-2017,31-03-2018,0,Residential,472.4,0.0,1274.73,06-08-2018,0,0,14,2,1.0,1,0,8,1,2,1,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,212,8.0,,24.8,16.09,16.09,1866765.6,Mid-Rise,IN-MH-MUM-P51800003297-19071
21.7,7.0,Mumbai Suburban,P51800013101,Whista 1st Street,Narang & Mahaveer Developers LLP,400052,19.065696,72.83816,30-12-2023,30-12-2023,0,Others,472.4,0.0,597.31,08/21/2023,2,0,15,8,1.0,1,0,5,0,5,14,mumbai-suburban,0,0,1,7,7,Ground Only,,85,5.0,,15.5,15.78,15.78,874724.66,Mid-Rise,IN-MH-MUM-P51800013101-19065
21.7,7.0,Mumbai Suburban,P51800013227,SAMYAKTH BLISS BUILDING 2,Samyakth Realties,400050,19.067281,72.837993,30-05-2017,31-12-2017,0,Others,786.0,0.0,2125.63,08-04-2021,0,0,9,4,0.0,1,0,14,1,0,0,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,354,14.0,,43.4,15.86,15.86,5179310.06,High-Rise,IN-MH-MUM-P51800013227-19067
21.7,7.0,Mumbai Suburban,P51800005492,MOHINI CASTLE,MOHINI SHELTORS PRIVATE LIMITED,400052,19.066482,72.838536,31-12-2020,30-06-2021,06/30/2023,Residential,1459.0,0.0,3239.47,07/13/2023,3,0,58,35,0.0,1,0,16,1,31,1,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,540,16.0,,49.6,15.82,15.82,14651798.86,High-Rise,IN-MH-MUM-P51800005492-19066
21.7,7.0,Mumbai Suburban,P51800054144,Sai Jyoti,Shambhavi Enterprises,400052,19.07007,72.83683,31-12-2026,31-12-2026,0,Residential,603.7,0.0,1629.66,01/29/2024,0,0,17,0,0.0,1,0,9,1,0,30,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,272,9.0,,27.9,16.0,16.0,3049859.8,Mid-Rise,IN-MH-MUM-P51800054144-19070
21.7,7.0,Mumbai Suburban,P51800003392,White House,Omega Enterprises,400050,19.06654173,72.83913967,,30-12-2024,0,Residential,727.4,0.0,1276.0,03/15/2024,0,0,0,0,0.0,1,0,15,1,1,24,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,0,7.0,,21.7,15.83,15.83,2877303.44,Mid-Rise,IN-MH-MUM-P51800003392-19066
6.2,2.0,Mumbai Suburban,P51800025925,SOSAR SOLITAIRE,SOSAR ENTERPRISES,400052,19.06609726,72.83777828,30-06-2024,30-06-2024,0,Others,627.1,0.0,0.0,03-07-2024,4,0,28,19,0.0,1,0,10,0,0,0,mumbai-suburban,0,0,1,2,2,Ground Only,,0,10.0,,31.0,15.8,15.8,0.0,High-Rise,IN-MH-MUM-P51800025925-19066
21.7,7.0,Mumbai Suburban,P51800006731,MOHINI TOWER,MOHINI SHELTORS PRIVATE LIMITED,400052,19.066838,72.838244,31-12-2019,31-12-2019,0,Residential,836.1,0.0,1723.78,07/13/2023,1,1,35,33,1.0,1,2,15,1,5,1,mumbai-suburban,2,3,4,7,4,Ground to Floor 3,,431,15.0,,46.5,15.84,15.84,4467882.62,High-Rise,IN-MH-MUM-P51800006731-19066
21.7,7.0,Mumbai City,P51900027628,STERLING LUXURIA,MOHAMED TALHA ABUBAKAR MOMIN,400012,19.00044,72.839064,30-06-2027,30-06-2027,0,Mixed (Plots & Buildings),564.39,0.0,1757.0,02/15/2021,0,0,54,0,2.0,1,5,21,0,0,38,mumbai-city,5,5,6,7,2,Ground to Floor 5,,878,21.0,,65.1,12.52,12.52,3074063.01,High-Rise,IN-MH-MUM-P51900027628-19000
21.7,7.0,Mumbai City,P51900004994,SAMPADA HEIGHTS,SAMPADA REALTORS,400012,18.9995407,72.8397089,31-03-2017,31-12-2018,10/30/2020,Mixed (Plots & Buildings),722.32,0.0,2816.94,09/17/2019,0,9,26,23,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,402,23.0,,71.3,12.48,12.48,6307669.51,High-Rise,IN-MH-MUM-P51900004994-18999
21.7,7.0,Mumbai City,P51900007653,Jyot Residency,SAMCON BUILDERS,400012,18.9995407,72.8397089,31-12-2019,31-12-2019,06/30/2024,Residential,690.63,0.0,1890.47,01-06-2024,0,0,37,37,0.0,1,0,8,1,0,25,mumbai-city,0,1,2,7,6,Ground to Floor 1,,315,8.0,,24.8,12.48,12.48,4047407.42,Mid-Rise,IN-MH-MUM-P51900007653-18999
21.7,7.0,Mumbai City,P51900005855,Tejaswini Heights,Tejaswini Homes Pvt.Ltd,400012,18.9995407,72.8397089,31-12-2020,30-12-2021,0,Residential,341.14,0.0,1023.42,07/31/2017,0,1,32,24,0.0,1,0,12,1,0,10,mumbai-city,0,1,2,7,6,Ground to Floor 1,,171,12.0,,37.2,12.48,12.48,1082301.45,High-Rise,IN-MH-MUM-P51900005855-18999
21.7,7.0,Mumbai City,P51900006654,Samta Parel,Newlook Constructions Pvt. Ltd,400012,18.9995407,72.8397089,,,0,Others,5677.54,888.31,751.22,03-10-2021,0,0,30,0,0.0,1,0,15,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,5,7.0,,21.7,12.48,12.48,13221752.96,Mid-Rise,IN-MH-MUM-P51900006654-18999
21.7,7.0,Mumbai City,P51900006456,Esparenza,Tejukaya Realty,400012,18.9995407,72.8397089,31-12-2019,30-09-2023,07/31/2024,Others,1085.29,0.0,7871.36,10/14/2023,5,0,45,32,0.0,1,3,22,0,0,0,mumbai-city,3,3,4,7,4,Ground to Floor 3,,1968,22.0,,68.2,12.48,12.48,26482395.71,High-Rise,IN-MH-MUM-P51900006456-18999
21.7,7.0,Mumbai City,P51900004392,OM SHIV SHANKAR CHS,GOVIND MARUTIRAO KAKDE,400012,18.9995407,72.8397089,,,02-05-2021,Others,1574.03,0.0,6015.69,01-08-2019,0,17,47,27,2.0,1,4,11,0,0,0,mumbai-city,4,4,5,7,3,Ground to Floor 4,,16,7.0,,21.7,12.48,12.48,29353517.25,Mid-Rise,IN-MH-MUM-P51900004392-18999
21.7,7.0,Mumbai City,P51900008828,MARUTI PALATIAL,GRS SHELTERS PRIVATE LIMITED,400012,18.9995407,72.8397089,31-12-2020,30-12-2023,06/30/2024,Residential,1779.0,0.0,5950.6,02/23/2024,5,1,11,11,0.0,2,6,49,0,0,0,mumbai-city,6,6,7,7,1,Ground to Floor 6,,5951,49.0,,151.9,12.48,12.48,32816963.94,Skyscraper,IN-MH-MUM-P51900008828-18999
21.7,7.0,Mumbai City,P51900007964,Mittal Aristo,Aditdev Builders LLP,400012,18.9995407,72.8397089,31-03-2016,31-12-2017,0,Residential,516.72,0.0,20556.98,03/24/2021,0,0,15,13,1.0,1,0,18,1,0,22,mumbai-city,0,1,2,7,6,Ground to Floor 1,,3426,18.0,,55.8,12.48,12.48,32928828.39,High-Rise,IN-MH-MUM-P51900007964-18999
21.7,7.0,Mumbai City,P51900012295,VIVA RAM NIWAS C.H.S.,VIVA ENTERPRISES LIMITED,400012,18.9995407,72.8397089,,,01/31/2021,Residential,355.35,0.0,1203.76,02-01-2021,0,0,34,27,0.0,1,0,12,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,6,7.0,,21.7,12.48,12.48,1326043.96,Mid-Rise,IN-MH-MUM-P51900012295-18999
21.7,7.0,Mumbai City,P51900012122,ROYAL RESIDENCY C PHASE I,DEVANG HEMANTKUMAR VYAS,400012,18.9995407,72.8397089,28-08-2011,31-01-2018,08/27/2025,Residential,8111.14,1216.67,1500.83,03-06-2024,0,16,18,18,0.0,1,0,11,1,15,6,mumbai-city,0,1,2,7,6,Ground to Floor 1,,250,11.0,,34.1,12.48,12.48,37737670.96,High-Rise,IN-MH-MUM-P51900012122-18999
21.7,7.0,Mumbai City,P51900006034,VALENCIA,HEKS INFRASTRUCTURE & DEVELOPERS,400012,18.9995407,72.8397089,31-07-2018,31-07-2018,07/31/2024,Residential,463.21,0.0,2910.1,03/13/2024,0,0,32,19,0.0,1,3,18,1,0,8,mumbai-city,3,4,5,7,3,Ground to Floor 4,,970,18.0,,55.8,12.48,12.48,4178761.01,High-Rise,IN-MH-MUM-P51900006034-18999
21.7,7.0,Mumbai City,P51900011299,K RAS RESIDENCY,K RAS GROUP,400012,18.9995407,72.8397089,31-12-2024,30-09-2026,0,Residential,724.92,0.0,6596.79,03/26/2019,1,3,3,3,2.0,1,0,24,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1099,24.0,,74.4,12.48,12.48,14824649.52,High-Rise,IN-MH-MUM-P51900011299-18999
21.7,7.0,Mumbai City,P51900005417,Shri Sai CHS,M/S. S.B.ABODES PVT.LTD.,400012,18.9995407,72.8397089,31-12-2018,31-12-2018,12/31/2019,Others,736.34,0.0,3367.47,12/27/2018,7,3,44,1,1.0,1,5,23,0,0,0,mumbai-city,5,5,6,7,2,Ground to Floor 5,,1684,23.0,,71.3,12.48,12.48,7686768.87,High-Rise,IN-MH-MUM-P51900005417-18999
21.7,7.0,Mumbai City,P51900015921,ARIHANT HERITAGE - OLD LAXMI BUILDING,ARIHANT DEVLOPERS,400012,18.9995407,72.8397089,31-07-2018,31-07-2018,09/30/2024,Residential,570.24,0.0,0.0,06-11-2023,0,1,64,52,0.0,1,0,9,12,0,12,mumbai-city,0,0,1,7,7,Ground Only,,0,9.0,,27.9,12.48,12.48,0.0,Mid-Rise,IN-MH-MUM-P51900015921-18999
21.7,7.0,Mumbai City,P51900000025,Western India Mill,MHADA,400012,18.9995407,72.8397089,15-10-2017,31-12-2017,0,Residential,2951.86,237.03,11704.8,08-10-2021,0,0,250,250,0.0,2,0,50,2,29,9,mumbai-city,0,2,3,7,5,Ground to Floor 2,,2341,50.0,,155.0,12.48,12.48,107107885.88,Skyscraper,IN-MH-MUM-P51900000025-18999
21.7,7.0,Mumbai City,P51900003058,Ruparel Jewel,Renuka Realtors,400012,18.9995407,72.8397089,31-12-2020,31-12-2022,12/30/2024,Residential,5863.62,0.0,10941.24,10-04-2023,0,6,194,31,0.0,0,6,70,1,0,309,mumbai-city,6,7,8,8,1,Ground to Floor 7,,10941,70.0,,217.0,12.48,12.48,198881348.44,Skyscraper,IN-MH-MUM-P51900003058-18999
21.7,7.0,Mumbai City,P51900008130,AJINKYATARA,Bhalchandra  Wadnerkar,400012,18.9995407,72.8397089,31-12-2017,31-12-2017,0,Residential,564.39,0.0,2124.51,08/20/2021,0,0,17,12,0.0,1,0,13,1,0,24,mumbai-city,0,1,2,7,6,Ground to Floor 1,,354,13.0,,40.3,12.48,12.48,3717061.82,High-Rise,IN-MH-MUM-P51900008130-18999
21.7,7.0,Mumbai City,P51900004420,SUMUKH,Bhalchandra  Wadnerkar,400012,18.9995407,72.8397089,28-02-2018,28-02-2018,0,Residential,299.33,0.0,1159.56,08/20/2021,0,1,13,8,0.0,1,0,8,1,0,8,mumbai-city,0,1,2,7,6,Ground to Floor 1,,193,8.0,,24.8,12.48,12.48,1075982.39,Mid-Rise,IN-MH-MUM-P51900004420-18999
21.7,7.0,Mumbai City,P51900012813,NAVNATH APARTMENT,AARTI ESTATES,400012,18.9995407,72.8397089,,,07-04-2019,Residential,216.18,0.0,587.75,10/14/2018,0,0,16,0,0.0,1,0,8,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,2,7.0,,21.7,12.48,12.48,393885.36,Mid-Rise,IN-MH-MUM-P51900012813-18999
21.7,7.0,Mumbai City,P51900006458,"Sairaj Floor 1, 2 and 22",Omkar Realtors and Developers Private Limited,400012,18.9995407,72.8397089,17-05-2016,30-12-2020,0,Others,541.3,0.0,542.35,10-03-2023,7,0,4,2,0.0,1,0,23,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,90,23.0,,71.3,12.48,12.48,910079.57,High-Rise,IN-MH-MUM-P51900006458-18999
21.7,7.0,Mumbai City,P51900012022,Sanghvi Estella,Shree Naminath Lifespace LLP,400012,18.9995407,72.8397089,31-12-2022,30-12-2023,12/31/2025,Others,1485.79,222.0,5306.87,01-01-2024,0,0,51,33,0.0,1,4,23,0,0,59,mumbai-city,4,4,5,7,3,Ground to Floor 4,,1769,23.0,,71.3,12.48,12.48,24443172.57,High-Rise,IN-MH-MUM-P51900012022-18999
21.7,7.0,Mumbai City,P51900001579,SONAS TOWER,SHREE DEVIJUGAI DEVELOPERS,400012,19.006946,72.841149,13-08-2017,31-12-2017,0,Residential,691.48,0.0,2602.02,10/23/2017,3,0,23,11,0.0,1,0,18,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,372,18.0,,55.8,12.85,12.85,5577658.85,High-Rise,IN-MH-MUM-P51900001579-19006
77.5,25.0,Mumbai City,P51900015989,DOSTI BELLEZA,CRYSTAL BUILDERS AND DEVELOPERS,400012,18.99955937,72.84598589,30-12-2021,30-12-2021,0,Residential,353.64,0.0,5055.0,01-08-2022,2,0,49,49,1.0,1,2,24,1,0,60,mumbai-city,2,3,4,25,22,Ground to Floor 3,"Floor 10, Floor 17, Floor 24",230,24.0,,74.4,12.48,12.48,5541715.62,High-Rise,IN-MH-MUM-P51900015989-18999
21.7,7.0,Mumbai City,P51900023852,AAYESHA PALACE,ZOEB ENTERPRISES,400012,19.00698396,72.83962988,30-12-2023,30-12-2023,0,Residential,769.24,0.0,5865.64,01/19/2024,0,1,54,0,0.0,1,0,22,1,0,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,978,22.0,,68.2,12.85,12.85,13987463.23,High-Rise,IN-MH-MUM-P51900023852-19006
21.7,7.0,Mumbai Suburban,P51800010171,81 AUREATE,PYRAMID DEVELOPERS,400050,19.052707,72.836187,31-12-2017,31-12-2018,12/31/2019,Residential,18142.16,1339.73,18078.44,11/16/2021,3,26,81,40,1.0,1,4,22,1,0,250,mumbai-suburban,4,5,6,7,2,Ground to Floor 5,,9039,22.0,,68.2,15.14,15.14,1016744048.19,High-Rise,IN-MH-MUM-P51800010171-19052
